op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For rent,Mežciems,Kaivas 33/2,2,58.0,4.0,4.0,Jaun.,Brick-Panel,All amenities,450.0,56.9541725,24.2443253
For sale,Berģi,Berģu 9,4,72.0,3.0,4.0,Hrušč.,Brick,All amenities,75000.0,56.99786715000001,24.277341526994306
For rent,Vecrīga,Jēkaba 26/28,5,130.0,4.0,5.0,Renov.,Masonry,All amenities,990.0,56.952698,24.105147100000003
For sale,centrs,Antonijas 6a,3,67.0,2.0,5.0,Staļina,Brick,All amenities,113000.0,56.95735210000001,24.110213100000003
For sale,Pļavnieki,Saharova 5,2,51.0,2.0,9.0,602.,Panel,All amenities,45000.0,56.934948999999996,24.20128716471765
For sale,Ziepniekkalns,Bruknas 12,2,60.0,10.0,8.0,119.,Panel,All amenities,60000.0,56.90217635000001,24.087858148537478
For sale,Teika,Biķernieku 12b,3,67.0,5.0,5.0,Specpr.,Brick-Panel,All amenities,60000.0,56.971053500000004,24.1782534
For sale,centrs,Lāčplēša 7,3,88.0,3.0,5.0,Renov.,Masonry,All amenities,275000.0,56.957715,24.119110963478683
For sale,Mežciems,Eizenšteina 77,2,50.0,1.0,9.0,602.,Panel,All amenities,49000.0,56.96052845,24.233812727121844
For rent,centrs,Tomsona 33a,3,75.9,4.0,5.0,Specpr.,Brick,All amenities,500.0,56.9666958,24.12762191640773
For rent,Zolitūde,Zolitūdes 75,2,75.0,3.0,6.0,Jaun.,Masonry,All amenities,600.0,56.94174375,24.004208988406
For rent,Purvciems,Purvciema 53,1,43.0,3.0,9.0,Specpr.,Panel,All amenities,25.0,56.9543228,24.17910595
For rent,Āgenskalns,Smiļģa 27,1,30.0,1.0,2.0,P. kara,Wood,Partial amenities,150.0,56.9348145,24.075341199999997
For rent,centrs,Miķeļa 1,3,96.0,3.0,5.0,Specpr.,Brick-Panel,All amenities,580.0,56.95596325,24.1001553
For sale,Šampēteris-Pleskodāle,Irlavas 26a,3,65.0,1.0,5.0,103.,Brick-Panel,All amenities,53000.0,56.93967905,24.03363885739155
For rent,Teika,Pudiķa 13,1,28.0,3.0,3.0,P. kara,Brick,All amenities,270.0,56.976683900000005,24.181437950000007
For sale,Ķengarags,Maskavas 313,1,37.0,2.0,12.0,M. ģim.,Panel-Brick,All amenities,32000.0,56.8597884,24.3083417
For sale,Āgenskalns,Pārslas 6,1,34.0,1.0,4.0,P. kara,Wood,All amenities,14500.0,56.9358257,24.06180012239399
For rent,centrs,Tallinas 77,1,32.0,2.0,5.0,Renov.,Brick,All amenities,29.0,56.9573204,24.147261800000003
For sale,Purvciems,Purvciema 53,1,42.0,4.0,9.0,M. ģim.,Panel,All amenities,43000.0,56.9543228,24.17910595
For sale,Vecrīga,Kalēju 14,3,90.0,4.0,5.0,P. kara,Masonry,All amenities,268800.0,56.94839079999999,24.11070826217105
For sale,centrs,Kalēju 74,3,73.0,6.0,7.0,Jaun.,Masonry,All amenities,168000.0,56.94545600000001,24.1115799
For sale,Jugla,Murjāņu 56,2,45.0,5.0,5.0,LT proj.,Panel-Brick,All amenities,44000.0,56.97782785,24.252412150000037
For sale,Imanta,Dubultu 19,2,51.0,5.0,5.0,LT proj.,Panel,All amenities,57000.0,56.95623425,24.004329575633637
For rent,Sarkandaugava,Hāpsalas 6,1,34.0,2.0,9.0,602.,Panel,All amenities,280.0,56.9992634,24.122646989626155
For sale,centrs,Ganu 6,4,115.0,1.0,6.0,Renov.,Masonry,All amenities,140000.0,56.96172495,24.109705590247213
For sale,Imanta,Anniņmuižas bulvāris 52,3,62.0,1.0,9.0,602.,Panel,All amenities,52500.0,56.95911535000001,24.00954418102808
For sale,centrs,Grostonas 25,4,110.0,18.0,22.0,Jaun.,Panel,All amenities,325000.0,56.9721458,24.12580066419271
For sale,Mežciems,Biķernieku 160,3,73.0,1.0,5.0,Jaun.,Panel,All amenities,115000.0,56.9569585,24.253680399999997
For rent,Dārzciems,Līvānu 1,2,42.0,2.0,2.0,Hrušč.,Brick,All amenities,280.0,56.93111235000001,24.17581966131144
For sale,Imanta,Slokas 132,3,62.0,8.0,9.0,602.,Panel,All amenities,57000.0,56.9635463,24.009740303812073
For rent,Ķengarags,Maskavas 252,2,48.0,3.0,5.0,LT proj.,Panel,All amenities,25.0,56.913686600000005,24.173133454289516
For sale,Teika,Krustabaznīcas 5,2,36.0,2.0,1.0,P. kara,Masonry,Partial amenities,16500.0,56.983177100000006,24.1946415
For sale,Vecmīlgrāvis,Meldru 12,2,42.0,5.0,5.0,Hrušč.,Brick,All amenities,29000.0,57.0301906,24.09970765000001
For sale,Vecmīlgrāvis,Emmas 11,3,56.0,5.0,5.0,LT proj.,Panel,All amenities,35000.0,57.02968905,24.10866450202804
For rent,centrs,Zvaigžņu 24,1,20.0,5.0,6.0,P. kara,Masonry,All amenities,25.0,56.9607411,24.1497716
For sale,Ķengarags,Glūdas 2,2,44.0,3.0,5.0,LT proj.,Panel,All amenities,57000.0,56.91126875000001,24.17348597371499
For sale,Ķengarags,Maskavas 258/2,1,34.0,2.0,5.0,Hrušč.,Brick,All amenities,30000.0,56.94476985,24.113346173001872
For rent,Pļavnieki,Deglava 122,3,76.0,5.0,9.0,119.,Panel,All amenities,400.0,56.94708265,24.19762763990448
For sale,Ziepniekkalns,Ozolciema 16,3,76.0,8.0,10.0,119.,Panel,All amenities,78000.0,56.9008066,24.0862562
For sale,centrs,Artilērijas 59,2,40.0,2.0,2.0,P. kara,Wood,All amenities,45000.0,56.95559025,24.14631027145998
For rent,Torņakalns,Garozes 17,1,38.0,1.0,5.0,M. ģim.,Panel,All amenities,250.0,56.9179738,24.1007132
For rent,Āgenskalns,Vīlipa 12,3,87.0,9.0,9.0,Jaun.,Panel-Brick,All amenities,600.0,56.94825305,24.05532856354439
For sale,Ziepniekkalns,Īslīces 3,5,140.0,3.0,10.0,119.,Panel,All amenities,105000.0,56.9004074,24.08374228852173
For rent,Ķengarags,Kaņiera 14,1,30.0,6.0,12.0,Čehu pr.,Brick-Panel,All amenities,330.0,56.91430155000001,24.1686274615939
For rent,Purvciems,Dzelzavas 23,1,34.0,8.0,9.0,602.,Panel,All amenities,35.0,56.9601343,24.176538817283724
For sale,Ķengarags,Prūšu 20,2,43.0,5.0,5.0,Hrušč.,Brick,All amenities,39000.0,56.91425235,24.18548333750513
For sale,Ziepniekkalns,Ozolciema 18,3,77.0,2.0,9.0,119.,Panel,All amenities,79000.0,56.89859735,24.08767079999982
For rent,centrs,Grostonas 25,2,66.0,14.0,24.0,Jaun.,Panel,All amenities,690.0,56.9721458,24.12580066419271
For rent,centrs,Pērnavas 19,1,25.0,2.0,5.0,Specpr.,Masonry,All amenities,240.0,56.962923700000005,24.1513342
For rent,Āgenskalns,Vīlipa 12,3,104.0,6.0,10.0,Jaun.,Panel-Brick,All amenities,800.0,56.94825305,24.05532856354439
For sale,Purvciems,Stirnu 4,4,88.0,2.0,12.0,Jaun.,Brick,All amenities,128000.0,56.95133440000001,24.184393
For sale,Purvciems,Stirnu 4,3,88.0,2.0,12.0,Jaun.,Brick,All amenities,128000.0,56.95133440000001,24.184393
For sale,centrs,Pērnavas 1,2,51.0,5.0,5.0,Staļina,Masonry,All amenities,79000.0,56.96664995,24.1481856013306
For sale,centrs,Brīvības 100,4,145.0,4.0,5.0,P. kara,Masonry,All amenities,210000.0,56.9607613,24.13265837643864
For sale,Teika,Zālīša 1,1,33.0,4.0,5.0,Specpr.,Brick-Panel,All amenities,35500.0,56.97184175,24.17640824157724
For sale,Āgenskalns,M. Nometņu 76,2,30.0,1.0,2.0,Renov.,Wood,All amenities,21500.0,56.9372249,24.05922274049207
For sale,Iļģuciems,Šauļu 2b,2,46.0,2.0,3.0,Hrušč.,Brick-Panel,All amenities,47000.0,56.96666715,24.059314373173805
For rent,centrs,Matīsa 46a,2,62.0,4.0,5.0,Jaun.,Brick-Panel,All amenities,750.0,56.9547609,24.1379234
For rent,Ķīpsala,Balasta d. 36,4,90.0,2.0,2.0,Jaun.,Masonry,All amenities,1500.0,56.948934400000006,24.0882804
For sale,Purvciems,Ķeguma 45,1,42.0,4.0,5.0,M. ģim.,Panel,All amenities,35900.0,56.96328655,24.197046499490963
For sale,Purvciems,Dzelzavas 81,3,59.0,2.0,9.0,467.,Panel,All amenities,54500.0,56.95714135,24.20117228237898
For sale,centrs,Birznieka-Upīša 20,5,120.0,4.0,5.0,P. kara,Masonry,All amenities,135600.0,56.94927070000001,24.1290193
For rent,centrs,Kaļķu 6,2,72.0,2.0,4.0,P. kara,Masonry,All amenities,550.0,56.9485304,24.108514800000002
For rent,Sarkandaugava,Tilta 3,1,35.0,1.0,5.0,103.,Panel-Brick,All amenities,230.0,56.99504395,24.127010310629807
For sale,Āgenskalns,M. Nometņu 76,2,49.0,2.0,2.0,Renov.,Wood,All amenities,34300.0,56.9372249,24.05922274049207
For sale,Vecmīlgrāvis,Kāvu 5a,1,34.0,1.0,2.0,Hrušč.,Brick,All amenities,37000.0,57.03423215,24.10036775
For rent,centrs,Eksporta 2,1,20.0,1.0,5.0,P. kara,Masonry,All amenities,125.0,56.95619685,24.098819615355055
For rent,Āgenskalns,Cieceres 5,2,43.0,3.0,3.0,Staļina,Masonry,All amenities,320.0,56.93178985,24.07608741937405
For sale,Āgenskalns,Vīlipa 3,2,55.0,2.0,2.0,Renov.,Wood,All amenities,62000.0,56.94731475,24.060915260124716
For sale,centrs,Blaumaņa 34,3,58.0,1.0,3.0,Renov.,Masonry,All amenities,87000.0,56.95187610000001,24.125709399999998
For sale,Āgenskalns,Ernestīnes 15,3,98.0,2.0,2.0,Renov.,Wood,All amenities,160000.0,56.9414334,24.0708978
For sale,Āgenskalns,Kuldīgas 32,2,51.0,4.0,4.0,Renov.,Masonry,All amenities,66000.0,56.947470499999994,24.0604076
For rent,centrs,Čaka 117/1,3,61.0,2.0,6.0,Renov.,Masonry,All amenities,500.0,56.9626863,24.148058399999996
For sale,Āgenskalns,Kuldīgas 32,2,52.3,4.0,4.0,Renov.,Masonry,All amenities,67990.0,56.947470499999994,24.0604076
For sale,Vecrīga,Šķūņu 6,1,12.0,2.0,4.0,P. kara,Masonry,All amenities,44990.0,56.948778299999994,24.1075908
For sale,Vecrīga,Šķūņu 6,2,25.0,2.0,4.0,P. kara,Masonry,All amenities,69990.0,56.948778299999994,24.1075908
For rent,centrs,Vaļņu 35,3,64.0,2.0,5.0,Renov.,Brick,All amenities,600.0,56.947203599999995,24.1135378
For sale,Purvciems,Dzelzavas 38,1,49.0,11.0,16.0,104.,Panel,All amenities,44000.0,56.9583699,24.1789809
For sale,Purvciems,Pūces 31,3,110.0,2.0,3.0,Jaun.,Brick-Panel,All amenities,175000.0,56.954626100000006,24.187194549464728
For sale,centrs,Dzirnavu 60,2,74.4,4.0,5.0,P. kara,Masonry,All amenities,135000.0,56.954435399999994,24.1200833
For rent,Torņakalns,Satiksmes 4,2,44.0,1.0,2.0,Priv. m.,Wood,All amenities,280.0,56.92696039999999,24.092061462774005
For sale,centrs,Bruņinieku 93,3,82.0,2.0,4.0,P. kara,Masonry,All amenities,90000.0,56.9510945,24.142021672789546
For sale,Teika,Brīvības gatve 313,4,131.0,2.0,6.0,Specpr.,Panel-Brick,All amenities,110000.0,56.98279245000001,24.19636687544211
For rent,Āgenskalns,Kalnciema 39b,2,58.0,2.0,4.0,P. kara,Masonry,All amenities,450.0,56.9453372,24.073176500000002
For rent,Iļģuciems,Grīvas 17,1,30.0,4.0,5.0,Hrušč.,Brick,All amenities,230.0,56.96548875,24.04929822498425
For sale,Dārzciems,Nīcgales 38,2,46.0,3.0,5.0,103.,Brick-Panel,All amenities,46000.0,56.948057950000006,24.170844288344053
For rent,Imanta,M. Krūmu 28,3,89.0,3.0,4.0,Jaun.,Brick-Panel,All amenities,50.0,56.9617208,24.00582129726199
For sale,Šampēteris-Pleskodāle,Stendes 7,1,18.0,3.0,3.0,Specpr.,Brick,All amenities,10950.0,56.9399149,24.0365127
For rent,centrs,Vagonu 22,1,25.0,5.0,5.0,Renov.,Brick,All amenities,23.0,56.948633150000006,24.15003220000001
For sale,Mežciems,Mežciema 26,3,55.0,2.0,5.0,LT proj.,Panel,All amenities,48300.0,56.9727809,24.233672450000018
For sale,Iļģuciems,Baltā 9,1,30.0,1.0,4.0,Specpr.,Brick,All amenities,25900.0,56.96824655,24.066163499229013
For rent,centrs,Ģertrūdes 107,1,13.0,5.0,5.0,P. kara,Masonry,All amenities,150.0,56.94970365,24.138183661130643
For sale,Imanta,Kleistu 21,2,50.0,5.0,9.0,602.,Panel,All amenities,57500.0,56.96459075,24.0241874
For rent,centrs,Valdemāra 41a,2,41.0,2.0,7.0,Jaun.,Panel-Brick,All amenities,670.0,56.9721861,24.1343196
For sale,Imanta,Anniņmuižas bulvāris 43,3,112.0,21.0,24.0,Jaun.,Masonry,All amenities,147000.0,56.95903060000001,24.013887042852996
For sale,centrs,Skolas 12a,3,220.0,5.0,6.0,Renov.,Masonry,All amenities,299000.0,48.296950200000005,-100.7081938
For sale,Klīversala,Kuģu 15,3,86.0,2.0,3.0,Renov.,Brick,All amenities,310000.0,56.94308385,24.095552147189398
For sale,Purvciems,Stirnu 49a,2,37.0,5.0,5.0,LT proj.,Panel,All amenities,38000.0,56.96245210000001,24.19145698096453
For sale,centrs,Brīvības 103,3,100.0,6.0,6.0,P. kara,Brick,All amenities,125999.0,56.9614331,24.1331108
For sale,Klīversala,Kuģu 15,2,61.0,1.0,3.0,Renov.,Brick,All amenities,185000.0,56.94308385,24.095552147189398
For rent,centrs,Vīlandes 10,3,106.0,4.0,5.0,Renov.,Brick,All amenities,800.0,56.9603826,24.10228204150134
For rent,centrs,Vīlandes 10,4,155.0,2.0,6.0,Renov.,Brick,All amenities,1200.0,56.9603826,24.10228204150134
For sale,Mežciems,Eizenšteina 71,3,63.0,9.0,9.0,602.,Panel,All amenities,54900.0,56.9609321,24.232687725211353
For sale,Jugla,Silciema 13/3,1,33.0,2.0,5.0,LT proj.,Panel,All amenities,35000.0,56.9826782,24.240658800000002
For sale,Ķengarags,Maltas 21,2,49.0,1.0,5.0,LT proj.,Panel,All amenities,40500.0,56.909529000000006,24.186238063336734
For sale,centrs,Strēlnieku 4b,2,46.0,5.0,6.0,Jaun.,Masonry,All amenities,149500.0,56.9605444,24.1100298
For rent,Teika,Vairoga 48,2,52.0,1.0,2.0,P. kara,Brick,All amenities,450.0,56.96821235,24.17499306069927
For sale,Klīversala,Kuģu 15,3,126.0,5.0,7.0,Jaun.,Masonry,All amenities,590000.0,56.94308385,24.095552147189398
For sale,centrs,Antonijas 15,3,82.0,3.0,6.0,P. kara,Masonry,All amenities,136000.0,56.95954305,24.11287408302882
For sale,Klīversala,Kuģu 15,4,126.0,3.0,6.0,Jaun.,Masonry,All amenities,550000.0,56.94308385,24.095552147189398
For sale,Klīversala,Kuģu 15,4,115.0,6.0,6.0,Jaun.,Masonry,All amenities,550000.0,56.94308385,24.095552147189398
For sale,Ķengarags,Prūšu 4,2,42.0,4.0,5.0,Jaun.,Panel,All amenities,52832.0,56.914674700000006,24.181507934641882
For sale,Āgenskalns,Gregora 6,3,60.0,3.0,5.0,LT proj.,Panel,All amenities,60000.0,56.945795,24.0521562
For sale,Klīversala,Kuģu 15,3,98.0,3.0,6.0,Jaun.,Masonry,All amenities,375000.0,56.94308385,24.095552147189398
For sale,Vecmīlgrāvis,Emmas 5,3,56.0,5.0,5.0,LT proj.,Panel,All amenities,35500.0,57.02873485,24.108280800000006
For sale,Vecmīlgrāvis,Baltāsbaznīcas 34,4,89.0,3.0,5.0,103.,Brick-Panel,All amenities,86000.0,57.03641915,24.093737754625288
For sale,Klīversala,Kuģu 15,2,41.0,2.0,6.0,Jaun.,Masonry,All amenities,140000.0,56.94308385,24.095552147189398
For sale,centrs,Matīsa 82,1,18.0,2.0,2.0,P. kara,Wood,Partial amenities,8200.0,56.95092055,24.146124819320693
For rent,Āgenskalns,Lielirbes 13,3,90.0,17.0,30.0,Jaun.,Masonry,All amenities,650.0,56.933499600000005,24.0424848
For rent,centrs,Skanstes 29a,4,105.0,4.0,24.0,Jaun.,Panel,All amenities,1000.0,56.97222289999999,24.123978704226648
For sale,centrs,Barona 92a,1,32.0,1.0,2.0,Renov.,Wood,All amenities,61000.0,56.9667799,24.150157
For rent,centrs,Blaumaņa 3,4,200.0,5.0,5.0,Renov.,Masonry,All amenities,2900.0,56.95530025,24.12213497513243
For rent,Āgenskalns,Kuģu 26,3,82.0,1.0,5.0,Jaun.,Brick-Panel,All amenities,750.0,56.94553165,24.09232737837809
For rent,centrs,Jēkaba 26/28,5,130.0,4.0,5.0,Renov.,Masonry,All amenities,990.0,56.952698,24.105147100000003
For sale,Šampēteris-Pleskodāle,Lielirbes 11,3,93.0,5.0,27.0,Specpr.,Panel,All amenities,150000.0,56.934064500000005,24.043638100000003
For rent,Āgenskalns,Kuģu 28,5,175.0,1.0,5.0,Jaun.,Panel,All amenities,3500.0,56.94346329999999,24.0953686
For rent,Teika,Brīvības gatve 293,3,83.0,4.0,5.0,Jaun.,Masonry,All amenities,830.0,56.9730973,24.166072800000002
For sale,centrs,Ģertrūdes 99,3,66.0,5.0,6.0,P. kara,Masonry,All amenities,112183.0,56.94999685,24.136413900628373
For sale,Purvciems,Ilūkstes 107,3,59.0,9.0,9.0,467.,Panel,All amenities,57500.0,56.95369015,24.1977413
For sale,Teika,Pudiķa 24,4,137.0,1.0,2.0,P. kara,Masonry,All amenities,180000.0,56.97638375,24.17944934751024
For sale,centrs,Marijas 16,2,45.0,7.0,7.0,Renov.,Masonry,All amenities,103730.0,56.9505796,24.1255938
For sale,centrs,Lāčplēša 13,3,83.0,2.0,6.0,Renov.,Masonry,All amenities,198960.0,56.9567777,24.120776199999998
For sale,centrs,Valdemāra 23,5,164.0,4.0,6.0,Renov.,Masonry,All amenities,495000.0,56.957058700000005,24.1144353
For sale,centrs,Jeruzalemes 10,3,109.0,6.0,6.0,Jaun.,Masonry,All amenities,295000.0,56.957814799999994,24.1142082
For sale,Ziepniekkalns,Īslīces 3,5,140.0,3.0,9.0,119.,Panel,All amenities,105000.0,56.9004074,24.08374228852173
For sale,Zolitūde,Bieziņa 12,3,75.0,3.0,10.0,119.,Panel,All amenities,90000.0,56.9455284,24.024226567485236
For sale,Ķengarags,Maskavas 315,1,32.0,3.0,12.0,Specpr.,Brick,All amenities,29500.0,56.8597884,24.3083417
Other,Ķengarags,Ikšķiles 2,3,48.0,4.0,9.0,Renov.,Panel-Brick,All amenities,47990.0,56.900848,24.205359199999997
For sale,Jaunciems,Jaunciema g. 182,2,40.0,5.0,5.0,Hrušč.,Masonry,All amenities,42000.0,57.03411800000001,24.1267927
For sale,centrs,Miera 91,1,85.0,7.0,7.0,P. kara,Masonry,All amenities,125000.0,56.973097100000004,24.1414532
For sale,Imanta,Slokas 173,3,54.0,5.0,1.0,LT proj.,Panel,All amenities,68800.0,56.96053520000001,24.027318
For sale,Ziepniekkalns,Zaļenieku 40,1,13.0,5.0,5.0,Hrušč.,Masonry,All amenities,6800.0,56.9050604,24.100575654879762
For sale,Mežciems,Gaiļezera 4,3,64.0,4.0,9.0,602.,Panel,All amenities,55000.0,56.96794800000001,24.23515863117775
For sale,Mežciems,Eizenšteina 53,4,78.0,9.0,2.0,602.,Panel,All amenities,83500.0,56.964087600000006,24.235221399999997
For sale,Ziepniekkalns,Liesmas 4,2,62.0,1.0,5.0,Jaun.,Panel,All amenities,91900.0,56.89701089999999,24.087432372413797
For sale,Pļavnieki,Ulbrokas 6,1,39.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities,33000.0,56.94071245,24.217218190784806
For sale,centrs,Blaumaņa 12,3,64.0,4.0,6.0,Renov.,Masonry,All amenities,152475.0,56.9548306,24.1221141
For rent,centrs,Lāčplēša 62,3,75.0,1.0,5.0,P. kara,Brick,All amenities,700.0,56.9510949,24.1313031
For sale,centrs,Ausekļa 3,3,73.0,1.0,5.0,P. kara,Brick,All amenities,99500.0,56.96004549999999,24.099762636653608
For sale,Purvciems,Stirnu 1,2,51.1,1.0,9.0,Jaun.,Brick,All amenities,68900.0,56.9509837,24.183373142340717
For rent,Pļavnieki,Ilūkstes 26,1,21.0,1.0,5.0,M. ģim.,Brick-Panel,All amenities,225.0,56.94293985,24.19633949860681
For sale,Purvciems,Stirnu 20a,2,52.0,3.0,5.0,Jaun.,Masonry,All amenities,115000.0,56.965062100000004,24.195293300000003
For sale,centrs,Valdemāra 77,2,56.0,5.0,6.0,P. kara,Brick,All amenities,112000.0,56.9626669,24.124053399999998
For sale,centrs,Lienes 27,2,55.0,1.0,2.0,P. kara,Wood,All amenities,32500.0,56.95185735,24.150068072172818
For sale,Pļavnieki,Pļavnieku 9,2,51.0,9.0,10.0,Specpr.,Brick-Panel,All amenities,69900.0,56.94203495,24.21275136511194
For rent,Ziepniekkalns,Ozolciema 12,1,12.0,1.0,1.0,119.,Panel,All amenities,150.0,56.90028665,24.085078232952
For sale,Pļavnieki,Grestes 4,3,62.0,7.0,9.0,602.,Panel,All amenities,59000.0,56.93637855,24.20663074999999
For sale,Vecmīlgrāvis,Rūpnīcas 15,2,35.0,1.0,2.0,P. kara,Wood,Partial amenities,7490.0,57.031048999999996,24.1149882
For sale,centrs,Matīsa 82,3,55.0,2.0,2.0,P. kara,Wood,Partial amenities,17690.0,56.95092055,24.146124819320693
For rent,Ķengarags,Salaspils 2,1,33.0,6.0,9.0,467.,Panel,All amenities,27.0,56.9313316,24.169720822583905
For sale,Pļavnieki,Deglava 108,4,97.0,9.0,9.0,119.,Panel,All amenities,109000.0,56.94719075,24.186756733882362
For rent,Purvciems,Marsa g. 10,3,67.0,1.0,5.0,LT proj.,Panel,All amenities,350.0,56.95183839999999,24.1999196
For sale,Āgenskalns,Kalnciema 114,3,66.0,4.0,5.0,103.,Brick-Panel,All amenities,57000.0,56.935924899999996,24.042092050463896
For sale,Šampēteris-Pleskodāle,Kalnciema 114,3,66.0,4.0,5.0,103.,Brick-Panel,All amenities,57000.0,56.935924899999996,24.042092050463896
For rent,Purvciems,Madonas 21,2,63.0,16.0,5.0,Specpr.,Panel-Brick,All amenities,300.0,56.960991899999996,24.1711495
For rent,centrs,Matīsa 41c,2,40.0,1.0,5.0,P. kara,Masonry,All amenities,400.0,56.955959299999996,24.137737100000002
For rent,centrs,Matīsa 35a,2,74.0,4.0,4.0,Renov.,Masonry,All amenities,850.0,56.9581178,24.1311146
For sale,centrs,Matīsa 41c,2,41.0,1.0,5.0,P. kara,Masonry,All amenities,65200.0,56.955959299999996,24.137737100000002
For sale,centrs,Dzirnavu 92,6,290.0,2.0,5.0,P. kara,Masonry,All amenities,395000.0,56.9504863,24.1240734
For sale,centrs,Tallinas 86,3,68.0,2.0,5.0,Renov.,Brick,All amenities,135000.0,56.95652115,24.147680900018845
For sale,centrs,Sapieru 3b,1,33.0,5.0,5.0,Renov.,Brick,All amenities,75000.0,56.96305770000001,24.1531056
For sale,centrs,Valdemāra 53,1,44.0,2.0,5.0,P. kara,Masonry,All amenities,87500.0,56.95962049999999,24.1190117
For sale,centrs,Skanstes 29,1,51.0,5.0,23.0,Jaun.,Masonry,All amenities,99000.0,56.9726415,24.125030483928573
For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,68.0,17.0,30.0,Jaun.,Panel-Brick,All amenities,500.0,56.933499600000005,24.0424848
For sale,centrs,Lāčplēša 13,5,129.0,5.0,6.0,Renov.,Masonry,All amenities,255715.0,56.9567777,24.120776199999998
For sale,centrs,Lāčplēša 13,5,92.0,4.0,6.0,Renov.,Masonry,All amenities,183677.0,56.9567777,24.120776199999998
For sale,centrs,Lāčplēša 13,3,85.0,3.0,6.0,Renov.,Masonry,All amenities,187660.0,56.9567777,24.120776199999998
For sale,centrs,Lāčplēša 13,2,61.0,3.0,6.0,Renov.,Masonry,All amenities,140070.0,56.9567777,24.120776199999998
For sale,Ķengarags,Izvaltas 6,1,39.0,3.0,5.0,M. ģim.,Panel,All amenities,30750.0,56.91192745,24.17994935
For rent,Vecmīlgrāvis,Sniega 3,1,36.0,1.0,4.0,Jaun.,Brick,All amenities,350.0,57.03465345,24.09803220900671
For rent,Teika,Biķernieku 16a,2,56.0,3.0,5.0,Jaun.,Masonry,All amenities,600.0,56.97074620000001,24.1809297
For sale,centrs,Zaļā 10,3,87.0,2.0,5.0,P. kara,Masonry,All amenities,168800.0,56.959467599999996,24.115743
For sale,centrs,Brīvības iela 136,3,81.0,2.0,5.0,P. kara,Masonry,All amenities,99600.0,56.9636061,24.138865799999998
For rent,centrs,Elizabetes 10b,4,153.0,2.0,5.0,Renov.,Masonry,All amenities,1500.0,56.957491000000005,24.1113595
For sale,Jugla,Murjāņu 40,2,45.2,2.0,5.0,Hrušč.,Panel,All amenities,52000.0,56.9782178,24.24868511474197
For sale,centrs,Ģertrūdes 99,3,55.0,2.0,6.0,Renov.,Masonry,All amenities,115794.0,56.94999685,24.136413900628373
For rent,Iļģuciems,Slokas 84,2,45.0,3.0,4.0,Jaun.,Masonry,All amenities,400.0,56.9606714,24.056453997686834
For sale,Mežaparks,Hamburgas 17,3,82.0,3.0,3.0,P. kara,Masonry,All amenities,158000.0,56.99799920000001,24.1641228
For rent,Maskavas priekšpilsēta,Maskavas 104,1,19.0,3.0,3.0,Specpr.,Wood,All amenities,140.0,56.8597884,24.3083417
For rent,Krasta r-ns,Salacas 26,1,30.0,2.0,2.0,Specpr.,Wood,All amenities,160.0,56.92693735,24.17107726734417
